user_id,signup_date,signup_month,channel,device,age_group,state,occupation,ab_variant,completed_onboarding,activated,plan,last_active_date,months_observed,days_since_signup,is_churned
PF03954,2024-06-21,2024-06,Organic Search,Web,25-34,Oyo,Salaried Employee,Variant_B,True,True,Free,2024-06-21,3,101,1
PF03955,2024-04-11,2024-04,App Store,Android,25-34,Edo,Student,Control,True,True,Free,2024-05-14,5,172,1
PF03956,2024-05-13,2024-05,Organic Search,Android,25-34,Rivers,Salaried Employee,Control,False,False,Free,2024-05-13,4,140,1
PF03957,2024-01-31,2024-01,Paid Ads,iOS,35-44,Abuja,Salaried Employee,Control,False,True,Premium,2024-02-01,8,243,1
PF03958,2024-04-11,2024-04,Social Media,Android,45-54,Rivers,Freelancer,Control,False,False,Free,2024-04-14,5,172,1
PF03959,2024-06-26,2024-06,Paid Ads,Web,18-24,Edo,Student,Variant_B,True,False,Free,2024-06-26,3,96,1
PF03960,2024-02-13,2024-02,Social Media,Web,25-34,Edo,Salaried Employee,Variant_B,True,True,Premium,2024-02-13,7,230,1
PF03961,2024-04-03,2024-04,Referral,Android,35-44,Abuja,Trader/Business Owner,Control,True,True,Free,2024-04-04,6,180,1
PF03962,2024-03-27,2024-03,Referral,Android,35-44,Kano,Trader/Business Owner,Variant_B,True,True,Free,2024-03-28,6,187,1
PF03963,2024-06-01,2024-06,Social Media,Android,35-44,Kaduna,Salaried Employee,Variant_B,True,True,Premium,2024-07-26,4,121,1
PF03964,2024-04-13,2024-04,Organic Search,iOS,25-34,Kaduna,Salaried Employee,Variant_B,True,True,Basic,2024-04-13,5,170,1
PF03965,2024-02-29,2024-02,Social Media,Android,25-34,Kano,Trader/Business Owner,Variant_B,False,False,Free,2024-03-03,7,214,1
PF03966,2024-05-07,2024-05,Organic Search,Android,45-54,Lagos,Salaried Employee,Control,False,True,Premium,2024-05-09,4,146,1
PF03967,2024-05-28,2024-05,Organic Search,Android,18-24,Lagos,Salaried Employee,Variant_B,False,False,Free,2024-05-30,4,125,1
PF03968,2024-06-13,2024-06,Organic Search,iOS,25-34,Oyo,Student,Control,True,True,Basic,2024-06-16,3,109,1
PF03969,2024-04-01,2024-04,Referral,iOS,35-44,Rivers,Freelancer,Variant_B,True,True,Basic,2024-04-04,6,182,1
PF03970,2024-06-19,2024-06,Word of Mouth,Web,35-44,Oyo,Student,Control,False,False,Free,2024-06-22,3,103,1
PF03971,2024-05-04,2024-05,Social Media,Web,18-24,Oyo,Trader/Business Owner,Variant_B,True,True,Free,2024-05-06,4,149,1
PF03972,2024-02-07,2024-02,Organic Search,Web,25-34,Abuja,Trader/Business Owner,Control,True,True,Free,2024-03-25,7,236,1
PF03973,2024-04-26,2024-04,Organic Search,Android,55+,Edo,Student,Variant_B,True,True,Free,2024-05-03,5,157,1
PF03974,2024-02-01,2024-02,Social Media,Android,18-24,Lagos,Civil Servant,Variant_B,False,True,Basic,2024-02-03,8,242,1
PF03975,2024-05-05,2024-05,Social Media,Android,18-24,Lagos,Civil Servant,Variant_B,True,True,Free,2024-05-08,4,148,1
PF03976,2024-02-29,2024-02,Paid Ads,Android,18-24,Lagos,Civil Servant,Control,True,True,Basic,2024-08-18,7,214,1
PF03977,2024-02-04,2024-02,Paid Ads,Android,18-24,Kano,Trader/Business Owner,Control,True,True,Free,2024-02-04,7,239,1
PF03978,2024-01-26,2024-01,Referral,Web,25-34,Lagos,Trader/Business Owner,Control,True,False,Free,2024-01-26,8,248,1
PF03979,2024-01-18,2024-01,Word of Mouth,Android,25-34,Imo,Civil Servant,Control,True,False,Free,2024-01-21,8,256,1
PF03980,2024-06-22,2024-06,App Store,Android,25-34,Anambra,Salaried Employee,Variant_B,True,True,Free,2024-08-28,3,100,1
PF03981,2024-02-15,2024-02,Word of Mouth,Android,25-34,Kaduna,Trader/Business Owner,Variant_B,True,False,Free,2024-02-18,7,228,1
PF03982,2024-06-03,2024-06,Organic Search,Android,45-54,Edo,Student,Control,True,True,Basic,2024-08-19,3,119,1
PF03983,2024-03-24,2024-03,App Store,iOS,45-54,Lagos,Trader/Business Owner,Control,True,True,Premium,2024-04-04,6,190,1
PF03984,2024-03-18,2024-03,App Store,Android,35-44,Abuja,Civil Servant,Variant_B,True,True,Basic,2024-06-18,6,196,1
PF03985,2024-06-08,2024-06,Paid Ads,Android,35-44,Lagos,Student,Control,False,True,Basic,2024-06-08,3,114,1
PF03986,2024-01-20,2024-01,Paid Ads,Android,25-34,Rivers,Student,Control,False,False,Basic,2024-03-22,8,254,1
PF03987,2024-05-13,2024-05,Organic Search,Android,18-24,Rivers,Freelancer,Control,True,False,Free,2024-05-16,4,140,1
PF03988,2024-04-29,2024-04,Organic Search,Web,35-44,Delta,Salaried Employee,Variant_B,True,True,Free,2024-09-03,5,154,0
PF03989,2024-03-16,2024-03,Social Media,iOS,18-24,Rivers,Salaried Employee,Variant_B,True,False,Basic,2024-03-19,6,198,1
PF03990,2024-05-05,2024-05,App Store,Web,18-24,Rivers,Salaried Employee,Variant_B,False,False,Basic,2024-09-13,4,148,0
PF03991,2024-03-07,2024-03,Social Media,Android,35-44,Lagos,Student,Variant_B,True,False,Free,2024-04-17,6,207,1
PF03992,2024-03-28,2024-03,Social Media,Android,25-34,Lagos,Trader/Business Owner,Control,True,True,Basic,2024-03-28,6,186,1
PF03993,2024-01-09,2024-01,Paid Ads,Android,35-44,Kaduna,Salaried Employee,Variant_B,True,True,Free,2024-01-12,8,265,1
PF03994,2024-01-31,2024-01,Word of Mouth,Web,25-34,Lagos,Civil Servant,Variant_B,True,True,Free,2024-02-12,8,243,1
PF03995,2024-04-25,2024-04,App Store,Android,25-34,Delta,Salaried Employee,Variant_B,True,True,Free,2024-05-10,5,158,1
PF03996,2024-04-06,2024-04,Referral,Android,45-54,Lagos,Trader/Business Owner,Variant_B,True,False,Free,2024-04-09,5,177,1
PF03997,2024-04-27,2024-04,Referral,Android,35-44,Anambra,Salaried Employee,Control,True,False,Free,2024-04-27,5,156,1
PF03998,2024-01-09,2024-01,Referral,iOS,35-44,Kaduna,Salaried Employee,Variant_B,True,True,Free,2024-03-06,8,265,1
PF03999,2024-05-22,2024-05,Social Media,Android,55+,Kano,Trader/Business Owner,Control,False,False,Free,2024-09-18,4,131,0
PF04000,2024-03-18,2024-03,Social Media,iOS,55+,Lagos,Salaried Employee,Variant_B,True,True,Premium,2024-03-19,6,196,1
PF04001,2024-05-05,2024-05,Social Media,Android,25-34,Oyo,Trader/Business Owner,Variant_B,False,True,Free,2024-07-12,4,148,1
PF04002,2024-02-04,2024-02,Social Media,Web,55+,Anambra,Other,Control,False,True,Premium,2024-02-06,7,239,1
PF04003,2024-04-09,2024-04,Word of Mouth,Android,25-34,Lagos,Trader/Business Owner,Variant_B,True,True,Free,2024-05-15,5,174,1
PF04004,2024-01-29,2024-01,Paid Ads,Android,55+,Lagos,Civil Servant,Control,False,False,Free,2024-02-01,8,245,1
PF04005,2024-06-17,2024-06,Referral,Android,18-24,Lagos,Trader/Business Owner,Variant_B,False,True,Free,2024-06-20,3,105,1
PF04006,2024-05-01,2024-05,Referral,iOS,35-44,Kaduna,Salaried Employee,Variant_B,True,False,Free,2024-05-02,5,152,1
PF04007,2024-05-09,2024-05,Social Media,Android,18-24,Lagos,Civil Servant,Variant_B,True,True,Premium,2024-05-09,4,144,1
PF04008,2024-04-10,2024-04,Referral,Android,45-54,Kano,Salaried Employee,Variant_B,False,True,Free,2024-04-12,5,173,1
PF04009,2024-05-06,2024-05,Organic Search,Android,25-34,Edo,Salaried Employee,Variant_B,True,True,Free,2024-06-17,4,147,1
PF04010,2024-04-06,2024-04,Referral,Android,35-44,Kaduna,Freelancer,Variant_B,False,False,Free,2024-04-08,5,177,1
PF04011,2024-03-13,2024-03,Paid Ads,Android,35-44,Kano,Trader/Business Owner,Control,False,False,Free,2024-03-15,6,201,1
PF04012,2024-01-16,2024-01,Paid Ads,Android,45-54,Imo,Salaried Employee,Variant_B,False,False,Free,2024-01-16,8,258,1
PF04013,2024-05-31,2024-05,Referral,Web,45-54,Kaduna,Salaried Employee,Control,True,False,Free,2024-05-31,4,122,1
PF04014,2024-02-02,2024-02,Paid Ads,Android,18-24,Lagos,Trader/Business Owner,Variant_B,False,False,Free,2024-02-04,8,241,1
PF04015,2024-03-30,2024-03,Paid Ads,Android,45-54,Rivers,Trader/Business Owner,Variant_B,True,True,Free,2024-09-22,6,184,0
PF04016,2024-05-29,2024-05,App Store,iOS,25-34,Lagos,Student,Variant_B,True,False,Free,2024-05-29,4,124,1
PF04017,2024-06-09,2024-06,Organic Search,Web,25-34,Lagos,Trader/Business Owner,Control,True,True,Premium,2024-06-11,3,113,1
PF04018,2024-04-07,2024-04,Organic Search,iOS,25-34,Lagos,Trader/Business Owner,Control,True,True,Free,2024-04-07,5,176,1
PF04019,2024-04-19,2024-04,Paid Ads,Android,25-34,Oyo,Freelancer,Variant_B,True,True,Basic,2024-05-11,5,164,1
PF04020,2024-04-01,2024-04,Organic Search,iOS,35-44,Lagos,Trader/Business Owner,Variant_B,False,True,Basic,2024-04-04,6,182,1
PF04021,2024-03-30,2024-03,Social Media,Web,35-44,Rivers,Trader/Business Owner,Variant_B,False,False,Basic,2024-03-30,6,184,1
PF04022,2024-06-18,2024-06,App Store,Web,55+,Abuja,Trader/Business Owner,Control,True,True,Basic,2024-06-19,3,104,1
PF04023,2024-03-04,2024-03,App Store,Android,45-54,Lagos,Freelancer,Variant_B,True,True,Free,2024-03-05,7,210,1
PF04024,2024-06-14,2024-06,Social Media,Android,45-54,Lagos,Civil Servant,Variant_B,True,True,Free,2024-06-16,3,108,1
PF04025,2024-05-31,2024-05,Organic Search,Web,35-44,Edo,Trader/Business Owner,Variant_B,True,True,Free,2024-05-31,4,122,1
PF04026,2024-06-25,2024-06,Social Media,iOS,25-34,Lagos,Trader/Business Owner,Variant_B,False,True,Basic,2024-07-01,3,97,1
PF04027,2024-03-19,2024-03,Organic Search,Android,25-34,Lagos,Trader/Business Owner,Control,True,True,Free,2024-05-03,6,195,1
PF04028,2024-03-27,2024-03,Social Media,Web,25-34,Imo,Other,Control,False,True,Basic,2024-03-28,6,187,1
PF04029,2024-01-06,2024-01,Social Media,Android,25-34,Kaduna,Trader/Business Owner,Variant_B,True,True,Basic,2024-03-18,8,268,1
PF04030,2024-03-24,2024-03,Organic Search,Android,25-34,Abuja,Salaried Employee,Variant_B,True,True,Basic,2024-03-24,6,190,1
PF04031,2024-04-27,2024-04,Referral,Android,18-24,Kano,Other,Control,True,False,Free,2024-04-30,5,156,1
PF04032,2024-05-25,2024-05,Referral,iOS,35-44,Kaduna,Trader/Business Owner,Control,True,False,Free,2024-05-28,4,128,1
PF04033,2024-03-09,2024-03,Organic Search,Android,18-24,Abuja,Trader/Business Owner,Control,True,True,Free,2024-03-31,6,205,1
PF04034,2024-06-27,2024-06,Referral,Web,18-24,Imo,Trader/Business Owner,Variant_B,True,True,Premium,2024-06-30,3,95,1
PF04035,2024-05-30,2024-05,Word of Mouth,Android,25-34,Edo,Trader/Business Owner,Control,True,True,Free,2024-05-30,4,123,1
PF04036,2024-03-22,2024-03,Social Media,Android,18-24,Abuja,Salaried Employee,Variant_B,True,True,Free,2024-03-25,6,192,1
PF04037,2024-05-26,2024-05,Referral,Android,35-44,Imo,Trader/Business Owner,Control,True,True,Free,2024-06-11,4,127,1
PF04038,2024-03-23,2024-03,App Store,Android,35-44,Imo,Salaried Employee,Variant_B,True,False,Free,2024-03-23,6,191,1
PF04039,2024-05-05,2024-05,Organic Search,Android,35-44,Kaduna,Salaried Employee,Variant_B,True,True,Free,2024-08-31,4,148,0
PF04040,2024-06-25,2024-06,Word of Mouth,Web,35-44,Lagos,Student,Variant_B,True,True,Free,2024-07-20,3,97,1
PF04041,2024-02-22,2024-02,Organic Search,Web,35-44,Kaduna,Other,Variant_B,True,True,Free,2024-02-24,7,221,1
PF04042,2024-05-07,2024-05,Social Media,Android,25-34,Lagos,Salaried Employee,Variant_B,True,True,Premium,2024-05-09,4,146,1
PF04043,2024-02-12,2024-02,Social Media,Android,18-24,Abuja,Salaried Employee,Control,False,False,Free,2024-02-14,7,231,1
PF04044,2024-04-03,2024-04,Organic Search,Android,18-24,Rivers,Trader/Business Owner,Variant_B,True,False,Free,2024-04-06,6,180,1
PF04045,2024-02-21,2024-02,App Store,Android,18-24,Lagos,Student,Variant_B,False,True,Basic,2024-03-16,7,222,1
PF04046,2024-06-11,2024-06,Social Media,Web,35-44,Abuja,Freelancer,Variant_B,True,True,Basic,2024-06-11,3,111,1
PF04047,2024-05-17,2024-05,Organic Search,iOS,35-44,Lagos,Salaried Employee,Control,False,True,Free,2024-05-18,4,136,1
PF04048,2024-03-14,2024-03,Referral,Android,18-24,Imo,Student,Variant_B,True,True,Free,2024-04-08,6,200,1
PF04049,2024-01-13,2024-01,Organic Search,iOS,45-54,Kano,Student,Control,True,True,Free,2024-01-15,8,261,1
PF04050,2024-05-26,2024-05,Word of Mouth,iOS,25-34,Abuja,Student,Control,False,True,Basic,2024-08-10,4,127,1
PF04051,2024-02-27,2024-02,App Store,Android,35-44,Abuja,Civil Servant,Variant_B,True,False,Free,2024-02-27,7,216,1
PF04052,2024-05-28,2024-05,Social Media,Android,55+,Kaduna,Freelancer,Control,True,True,Basic,2024-05-28,4,125,1
PF04053,2024-05-31,2024-05,Referral,Android,35-44,Kaduna,Salaried Employee,Control,True,False,Free,2024-06-02,4,122,1
PF04054,2024-03-10,2024-03,Social Media,Android,55+,Delta,Freelancer,Control,True,True,Free,2024-03-10,6,204,1
PF04055,2024-05-25,2024-05,Paid Ads,Android,35-44,Lagos,Trader/Business Owner,Control,True,True,Free,2024-09-22,4,128,0
PF04056,2024-05-15,2024-05,Referral,Web,55+,Delta,Freelancer,Control,False,False,Free,2024-05-18,4,138,1
PF04057,2024-04-19,2024-04,Referral,Android,18-24,Lagos,Trader/Business Owner,Control,False,True,Free,2024-04-20,5,164,1
PF04058,2024-03-29,2024-03,Organic Search,Web,35-44,Lagos,Trader/Business Owner,Control,True,True,Free,2024-04-25,6,185,1
PF04059,2024-01-20,2024-01,Social Media,iOS,25-34,Oyo,Trader/Business Owner,Control,False,False,Free,2024-01-22,8,254,1
PF04060,2024-05-09,2024-05,Word of Mouth,Web,25-34,Lagos,Freelancer,Control,True,True,Free,2024-06-24,4,144,1
PF04061,2024-03-17,2024-03,Organic Search,Android,35-44,Imo,Salaried Employee,Variant_B,True,False,Free,2024-03-20,6,197,1
PF04062,2024-06-18,2024-06,Word of Mouth,Web,35-44,Rivers,Trader/Business Owner,Control,False,False,Free,2024-09-14,3,104,0
PF04063,2024-03-21,2024-03,Referral,iOS,35-44,Abuja,Freelancer,Variant_B,True,True,Basic,2024-09-03,6,193,0
PF04064,2024-04-16,2024-04,Paid Ads,Android,18-24,Kano,Freelancer,Variant_B,True,False,Free,2024-04-19,5,167,1
PF04065,2024-03-05,2024-03,App Store,Android,35-44,Abuja,Freelancer,Control,True,False,Free,2024-03-08,6,209,1
PF04066,2024-06-20,2024-06,Organic Search,Android,18-24,Lagos,Trader/Business Owner,Control,False,False,Free,2024-06-21,3,102,1
PF04067,2024-01-05,2024-01,Referral,Android,55+,Anambra,Freelancer,Variant_B,False,False,Free,2024-01-06,8,269,1
PF04068,2024-05-27,2024-05,Word of Mouth,Web,25-34,Abuja,Salaried Employee,Variant_B,False,False,Free,2024-05-30,4,126,1
PF04069,2024-02-24,2024-02,Organic Search,Android,18-24,Edo,Freelancer,Control,False,False,Free,2024-06-20,7,219,1
PF04070,2024-04-29,2024-04,Social Media,Android,45-54,Delta,Student,Variant_B,True,False,Free,2024-05-01,5,154,1
PF04071,2024-06-12,2024-06,App Store,Android,35-44,Lagos,Trader/Business Owner,Control,True,False,Free,2024-06-15,3,110,1
PF04072,2024-05-24,2024-05,Organic Search,Android,25-34,Abuja,Trader/Business Owner,Variant_B,False,True,Free,2024-05-24,4,129,1
PF04073,2024-05-13,2024-05,App Store,Web,55+,Kano,Freelancer,Variant_B,False,False,Basic,2024-05-14,4,140,1
PF04074,2024-04-03,2024-04,Social Media,Web,25-34,Kano,Civil Servant,Control,True,True,Basic,2024-04-06,6,180,1
PF04075,2024-02-07,2024-02,App Store,Android,25-34,Kano,Other,Control,True,True,Free,2024-02-08,7,236,1
PF04076,2024-02-08,2024-02,Referral,Web,35-44,Kaduna,Trader/Business Owner,Variant_B,True,True,Free,2024-02-10,7,235,1
PF04077,2024-04-21,2024-04,Word of Mouth,Android,18-24,Edo,Trader/Business Owner,Variant_B,True,True,Free,2024-06-12,5,162,1
PF04078,2024-03-22,2024-03,Word of Mouth,Android,35-44,Edo,Trader/Business Owner,Control,True,False,Free,2024-03-22,6,192,1
PF04079,2024-06-11,2024-06,Paid Ads,Web,45-54,Imo,Trader/Business Owner,Variant_B,False,False,Free,2024-06-12,3,111,1
PF04080,2024-04-15,2024-04,Word of Mouth,iOS,18-24,Rivers,Student,Control,True,True,Premium,2024-09-05,5,168,0
PF04081,2024-03-14,2024-03,Referral,Web,25-34,Rivers,Salaried Employee,Variant_B,True,True,Premium,2024-03-15,6,200,1
PF04082,2024-03-06,2024-03,Paid Ads,Web,25-34,Edo,Trader/Business Owner,Variant_B,True,True,Premium,2024-04-21,6,208,1
PF04083,2024-06-02,2024-06,Referral,iOS,45-54,Kano,Trader/Business Owner,Control,False,False,Free,2024-06-03,4,120,1
PF04084,2024-04-13,2024-04,Referral,iOS,45-54,Abuja,Salaried Employee,Control,True,True,Free,2024-09-04,5,170,0
PF04085,2024-01-30,2024-01,Referral,iOS,45-54,Rivers,Freelancer,Variant_B,True,False,Free,2024-09-01,8,244,0
PF04086,2024-02-19,2024-02,Paid Ads,Android,35-44,Rivers,Civil Servant,Variant_B,True,True,Free,2024-02-19,7,224,1
PF04087,2024-03-03,2024-03,Organic Search,Web,25-34,Delta,Freelancer,Variant_B,True,False,Free,2024-03-05,7,211,1
PF04088,2024-04-28,2024-04,Organic Search,Android,35-44,Lagos,Civil Servant,Variant_B,True,True,Free,2024-09-12,5,155,0
PF04089,2024-05-23,2024-05,Social Media,Android,25-34,Rivers,Civil Servant,Variant_B,True,False,Free,2024-05-26,4,130,1
PF04090,2024-04-18,2024-04,Social Media,iOS,25-34,Rivers,Trader/Business Owner,Control,False,False,Free,2024-04-18,5,165,1
PF04091,2024-02-21,2024-02,Referral,iOS,25-34,Rivers,Student,Control,False,True,Basic,2024-02-22,7,222,1
PF04092,2024-03-10,2024-03,Word of Mouth,Android,18-24,Imo,Salaried Employee,Variant_B,True,False,Free,2024-03-11,6,204,1
PF04093,2024-01-08,2024-01,Social Media,Web,25-34,Kano,Trader/Business Owner,Variant_B,False,False,Premium,2024-01-10,8,266,1
PF04094,2024-03-12,2024-03,Organic Search,Android,18-24,Oyo,Salaried Employee,Control,True,True,Basic,2024-03-13,6,202,1
PF04095,2024-06-13,2024-06,Word of Mouth,iOS,45-54,Lagos,Salaried Employee,Variant_B,False,False,Free,2024-06-13,3,109,1
PF04096,2024-05-04,2024-05,Paid Ads,Android,25-34,Lagos,Trader/Business Owner,Variant_B,False,True,Free,2024-05-04,4,149,1
PF04097,2024-01-15,2024-01,Word of Mouth,Android,25-34,Anambra,Freelancer,Variant_B,True,True,Premium,2024-01-15,8,259,1
PF04098,2024-03-21,2024-03,Organic Search,Android,45-54,Abuja,Salaried Employee,Control,False,True,Free,2024-03-23,6,193,1
PF04099,2024-01-17,2024-01,Organic Search,Android,25-34,Lagos,Trader/Business Owner,Variant_B,True,False,Free,2024-01-20,8,257,1
PF04100,2024-04-03,2024-04,Organic Search,Web,35-44,Lagos,Salaried Employee,Variant_B,True,True,Free,2024-06-20,6,180,1
PF04101,2024-06-17,2024-06,Social Media,Android,25-34,Lagos,Salaried Employee,Control,True,False,Free,2024-06-17,3,105,1
PF04102,2024-04-11,2024-04,Social Media,iOS,45-54,Kaduna,Student,Variant_B,True,True,Free,2024-04-12,5,172,1
PF04103,2024-03-01,2024-03,App Store,Android,25-34,Kano,Student,Variant_B,True,False,Free,2024-03-01,7,213,1
PF04104,2024-05-26,2024-05,Referral,Android,25-34,Lagos,Trader/Business Owner,Variant_B,False,False,Free,2024-05-26,4,127,1
PF04105,2024-05-13,2024-05,Social Media,Android,18-24,Lagos,Trader/Business Owner,Variant_B,True,True,Free,2024-07-20,4,140,1
PF04106,2024-05-28,2024-05,Referral,Web,18-24,Kaduna,Student,Variant_B,True,True,Basic,2024-07-23,4,125,1
PF04107,2024-05-14,2024-05,Paid Ads,iOS,25-34,Anambra,Freelancer,Control,True,True,Premium,2024-05-16,4,139,1
PF04108,2024-05-07,2024-05,Referral,Web,25-34,Lagos,Salaried Employee,Control,False,False,Free,2024-05-07,4,146,1
PF04109,2024-03-01,2024-03,Referral,Android,45-54,Lagos,Student,Variant_B,False,True,Free,2024-03-01,7,213,1
PF04110,2024-03-21,2024-03,Social Media,Android,35-44,Kano,Salaried Employee,Variant_B,True,True,Free,2024-03-23,6,193,1
PF04111,2024-05-29,2024-05,Word of Mouth,iOS,18-24,Kaduna,Trader/Business Owner,Variant_B,False,False,Basic,2024-06-01,4,124,1
PF04112,2024-03-01,2024-03,Social Media,Web,45-54,Lagos,Salaried Employee,Variant_B,False,False,Free,2024-03-04,7,213,1
PF04113,2024-02-25,2024-02,Paid Ads,iOS,35-44,Rivers,Student,Control,True,False,Free,2024-02-26,7,218,1
PF04114,2024-01-28,2024-01,Social Media,iOS,18-24,Kano,Salaried Employee,Variant_B,False,False,Free,2024-01-29,8,246,1
PF04115,2024-02-24,2024-02,Word of Mouth,Web,55+,Kaduna,Other,Variant_B,True,True,Basic,2024-06-07,7,219,1
PF04116,2024-04-22,2024-04,Paid Ads,Android,45-54,Rivers,Salaried Employee,Control,False,False,Free,2024-04-25,5,161,1
PF04117,2024-03-06,2024-03,Social Media,Android,45-54,Oyo,Freelancer,Variant_B,True,True,Free,2024-09-24,6,208,0
PF04118,2024-05-30,2024-05,App Store,Web,35-44,Imo,Civil Servant,Control,True,True,Free,2024-05-30,4,123,1
PF04119,2024-05-05,2024-05,Social Media,Android,18-24,Lagos,Freelancer,Control,False,False,Free,2024-05-07,4,148,1
PF04120,2024-06-28,2024-06,Organic Search,Android,35-44,Lagos,Salaried Employee,Variant_B,True,True,Basic,2024-07-02,3,94,1
PF04121,2024-03-22,2024-03,Referral,Web,18-24,Delta,Freelancer,Control,False,False,Free,2024-03-25,6,192,1
PF04122,2024-05-01,2024-05,Word of Mouth,Android,35-44,Lagos,Salaried Employee,Control,False,True,Free,2024-06-20,5,152,1
PF04123,2024-03-04,2024-03,Organic Search,Android,25-34,Lagos,Salaried Employee,Variant_B,False,False,Free,2024-03-06,7,210,1
PF04124,2024-02-07,2024-02,Referral,iOS,35-44,Rivers,Salaried Employee,Control,True,True,Basic,2024-04-11,7,236,1
PF04125,2024-05-01,2024-05,Paid Ads,Android,25-34,Lagos,Salaried Employee,Control,False,True,Free,2024-06-21,5,152,1
PF04126,2024-04-04,2024-04,Word of Mouth,Web,55+,Lagos,Student,Variant_B,True,True,Basic,2024-04-06,5,179,1
PF04127,2024-01-06,2024-01,Referral,Android,35-44,Kaduna,Student,Variant_B,True,False,Free,2024-05-20,8,268,1
PF04128,2024-06-04,2024-06,Social Media,Android,35-44,Lagos,Trader/Business Owner,Control,True,True,Basic,2024-08-29,3,118,1
PF04129,2024-06-18,2024-06,Referral,iOS,25-34,Delta,Trader/Business Owner,Control,False,False,Free,2024-06-18,3,104,1
PF04130,2024-06-25,2024-06,Organic Search,Android,25-34,Imo,Trader/Business Owner,Control,True,False,Free,2024-06-26,3,97,1
PF04131,2024-03-05,2024-03,Referral,iOS,45-54,Anambra,Trader/Business Owner,Variant_B,True,True,Premium,2024-03-08,6,209,1
PF04132,2024-03-20,2024-03,Social Media,Android,35-44,Abuja,Other,Control,True,False,Free,2024-03-22,6,194,1
PF04133,2024-06-24,2024-06,Referral,iOS,25-34,Oyo,Freelancer,Control,False,True,Basic,2024-06-24,3,98,1
PF04134,2024-05-16,2024-05,Referral,Android,45-54,Lagos,Trader/Business Owner,Control,False,False,Free,2024-08-25,4,137,1
PF04135,2024-03-01,2024-03,Referral,Android,25-34,Kaduna,Salaried Employee,Variant_B,False,False,Basic,2024-03-04,7,213,1
PF04136,2024-04-09,2024-04,Organic Search,Android,35-44,Lagos,Civil Servant,Variant_B,True,True,Free,2024-08-28,5,174,1
PF04137,2024-04-10,2024-04,Organic Search,Android,25-34,Rivers,Student,Variant_B,True,True,Free,2024-04-12,5,173,1
PF04138,2024-03-18,2024-03,App Store,Android,18-24,Delta,Student,Variant_B,True,True,Premium,2024-04-02,6,196,1
PF04139,2024-03-01,2024-03,Organic Search,Android,45-54,Abuja,Freelancer,Variant_B,True,True,Basic,2024-03-03,7,213,1
PF04140,2024-02-23,2024-02,App Store,Android,25-34,Oyo,Trader/Business Owner,Variant_B,False,True,Premium,2024-05-27,7,220,1
PF04141,2024-02-11,2024-02,Paid Ads,iOS,18-24,Abuja,Freelancer,Control,False,True,Free,2024-02-14,7,232,1
PF04142,2024-06-10,2024-06,Social Media,Android,25-34,Abuja,Student,Variant_B,True,True,Free,2024-06-12,3,112,1
PF04143,2024-06-13,2024-06,Social Media,Android,25-34,Lagos,Civil Servant,Variant_B,True,True,Basic,2024-06-16,3,109,1
PF04144,2024-01-09,2024-01,Social Media,Android,25-34,Imo,Trader/Business Owner,Variant_B,True,True,Free,2024-01-11,8,265,1
PF04145,2024-01-21,2024-01,Social Media,Android,18-24,Kano,Salaried Employee,Variant_B,False,False,Free,2024-01-24,8,253,1
PF04146,2024-04-30,2024-04,Organic Search,Android,25-34,Abuja,Trader/Business Owner,Control,True,True,Free,2024-05-23,5,153,1
PF04147,2024-04-15,2024-04,Social Media,Android,25-34,Kano,Trader/Business Owner,Variant_B,True,True,Free,2024-04-17,5,168,1
PF04148,2024-04-18,2024-04,Social Media,Android,45-54,Abuja,Salaried Employee,Variant_B,True,True,Basic,2024-09-25,5,165,0
PF04149,2024-01-26,2024-01,Referral,iOS,25-34,Edo,Salaried Employee,Variant_B,True,True,Free,2024-02-26,8,248,1
PF04150,2024-02-11,2024-02,Social Media,Android,25-34,Rivers,Trader/Business Owner,Variant_B,False,False,Basic,2024-02-13,7,232,1
PF04151,2024-05-09,2024-05,Paid Ads,Android,25-34,Kano,Trader/Business Owner,Control,False,True,Basic,2024-05-09,4,144,1
PF04152,2024-03-31,2024-03,Paid Ads,Web,18-24,Lagos,Salaried Employee,Variant_B,True,True,Free,2024-04-03,6,183,1
PF04153,2024-06-03,2024-06,App Store,Web,25-34,Abuja,Freelancer,Variant_B,True,True,Free,2024-09-20,3,119,0
PF04154,2024-05-20,2024-05,Paid Ads,Android,25-34,Lagos,Other,Variant_B,True,False,Free,2024-09-20,4,133,0
PF04155,2024-03-24,2024-03,Referral,Web,25-34,Lagos,Trader/Business Owner,Variant_B,True,True,Free,2024-03-27,6,190,1
PF04156,2024-06-26,2024-06,Social Media,Android,35-44,Lagos,Freelancer,Control,False,False,Free,2024-06-26,3,96,1
PF04157,2024-01-14,2024-01,Referral,Android,25-34,Delta,Trader/Business Owner,Control,True,True,Free,2024-02-20,8,260,1
PF04158,2024-06-13,2024-06,App Store,Android,18-24,Kaduna,Trader/Business Owner,Variant_B,True,True,Basic,2024-06-14,3,109,1
PF04159,2024-06-10,2024-06,Paid Ads,Web,25-34,Oyo,Salaried Employee,Variant_B,True,True,Free,2024-06-13,3,112,1
PF04160,2024-06-13,2024-06,Organic Search,Android,18-24,Delta,Trader/Business Owner,Variant_B,True,True,Basic,2024-06-14,3,109,1
PF04161,2024-01-01,2024-01,App Store,Android,25-34,Kano,Civil Servant,Control,True,True,Free,2024-04-12,9,273,1
